********************************************************************************
LOGGING TIME: 20150927_000318
********************************************************************************
MM, 684, 412, 8
MM, 686, 412, 8
MM, 689, 412, 8
MM, 692, 414, 8
MM, 696, 414, 8
MM, 703, 416, 8
MM, 711, 416, 8
MM, 720, 417, 8
MM, 730, 419, 8
MM, 741, 422, 8
MM, 752, 424, 8
MM, 764, 429, 8
MM, 773, 433, 8
MM, 783, 438, 8
MM, 790, 442, 8
MM, 794, 447, 8
MM, 798, 448, 8
MM, 799, 448, 8
MM, 799, 449, 8
MP, 1, 16
MD, 800, 449, 8
MD, 800, 450, 8
MR, 1, 64
MM, 800, 451, 64
MM, 801, 452, 8
MM, 801, 454, 8
MM, 803, 456, 9
MP, 1, 0
MD, 804, 458, 7
MD, 806, 460, 8
MD, 806, 462, 8
MD, 806, 463, 8
MD, 807, 464, 8
MD, 807, 467, 8
MD, 807, 468, 8
MD, 807, 470, 8
MD, 807, 472, 8
MD, 807, 474, 8
MR, 1, 1
MM, 807, 476, 7
MM, 807, 477, 8
MM, 808, 479, 8
MM, 809, 481, 8
MM, 811, 482, 8
MM, 812, 485, 8
MM, 814, 487, 8
MM, 816, 489, 8
MM, 817, 491, 8
MM, 817, 492, 8
MP, 1, 1
MD, 819, 493, 8
MR, 1, 63
MM, 822, 493, 64
MM, 825, 493, 8
MM, 828, 493, 8
MM, 832, 493, 8
MM, 835, 493, 8
MM, 836, 493, 8
MP, 3, 48
MR, 3, 96
MC, 1, 0
MP, 3, 96
MR, 3, 96
MC, 2, 0
MP, 3, 96
MR, 3, 40
MC, 3, 0
MM, 835, 493, 136
MM, 835, 494, 8
MM, 833, 493, 312
MM, 833, 491, 8
MM, 831, 489, 8
MM, 829, 485, 8
MM, 826, 479, 8
MM, 824, 471, 8
MM, 820, 460, 8
MM, 813, 444, 8
MM, 806, 429, 8
MM, 799, 416, 8
MM, 794, 405, 8
MM, 792, 400, 8
MM, 790, 396, 8
MM, 790, 393, 8
MM, 789, 392, 8
MM, 789, 391, 8
MP, 1, 80
MR, 1, 72
MC, 1, 0
MM, 787, 390, 152
MM, 785, 388, 8
MM, 779, 384, 8
MM, 771, 378, 8
MM, 762, 372, 8
MM, 754, 367, 8
MM, 748, 362, 8
MM, 743, 358, 8
MM, 742, 356, 8
MM, 741, 355, 8
MP, 2, 288
MR, 2, 96
MC, 1, 0
MM, 741, 354, 24
MWM, 741, 354, 1, 3, 1, 344
